transactionId,accountId,transactionDay,category,transactionAmount
T000840,A18,26,CC,603.92
T00031,A18,1,GG,379.86
T000945,A17,28,CC,627.62
T00014,A44,1,CC,397.19
T000860,A43,26,BB,581.54
T000631,A26,20,DD,82.27
T000212,A19,6,GG,612.81
T000872,A46,27,CC,878.49
T000207,A44,6,EE,560.05
T000180,A37,4,DD,864.68
T000891,A9,27,AA,291.76
T000723,A6,23,GG,683.55
T000924,A6,27,EE,354.95
T000924,A6,27,EE,354.95
T000664,A1,21,GG,364.69
T000400,A23,11,AA,936.75
T000312,A39,8,GG,76.62
T000167,A38,4,DD,216.92
T000598,A47,19,EE,139.81
T000156,A7,4,FF,203.34
T000507,A5,14,DD,473.66
T000465,A14,12,GG,951.87
T000776,A1,24,GG,329.63
T00077,A13,2,FF,516.34
T000935,A3,28,DD,692.65
T000296,A16,8,GG,356.74
T000724,A18,23,FF,183.53
T000180,A37,4,DD,864.68
T000294,A37,8,EE,165.48
T000297,A25,8,EE,104.19
T00041,A14,1,CC,351.16
T000161,A14,4,AA,796.33
T000637,A2,20,BB,758.43
T000563,A11,17,EE,694.53
T000384,A37,10,CC,877.54
T000735,A49,23,GG,63.91
T000954,A45,28,DD,359.34
T000266,A7,7,AA,682.74
T000982,A22,29,GG,300.95
T000798,A2,25,AA,638.95
T000836,A34,26,GG,200.36
T000540,A26,15,BB,222.74
T000696,A44,22,AA,504.63
T000788,A15,25,FF,216.16
T000783,A43,24,AA,362.56
T000495,A42,13,CC,971.14
T000447,A22,12,DD,945.83
T000781,A3,24,DD,155.67
T000760,A42,24,BB,233.28
T000225,A46,6,BB,287.48
T0001,A27,1,GG,338.11
T000981,A22,29,CC,574.62
T000855,A41,26,DD,913.75
T000173,A46,4,AA,7.82
T000437,A3,11,CC,629.35
T000722,A23,23,DD,204.09
T000660,A40,20,EE,677.21
T000340,A5,9,GG,886.19
T000545,A36,16,CC,377.01
T00053,A31,1,DD,115.88
T000717,A4,23,EE,522.17
T000405,A21,11,AA,935.71
T000618,A4,20,AA,142.7
T000273,A44,7,GG,377.61
T00047,A10,1,CC,423.94
T000933,A48,28,FF,790.07
T000846,A14,26,FF,950.86
T000274,A12,7,FF,759.91
T00047,A10,1,CC,423.94
T000545,A36,16,CC,377.01
T000186,A35,4,BB,810.77
T000916,A12,27,FF,987.85
T000178,A9,4,GG,812.73
T000413,A39,11,DD,51.55
T000349,A45,9,CC,818.82
T000115,A26,3,GG,43.57
T000532,A47,15,CC,74.96
T000140,A38,4,CC,471.95
T000900,A39,27,GG,591.57
T00068,A8,2,GG,624.81
T000391,A2,10,GG,209.25
T000342,A20,9,GG,916.87
T000122,A39,3,CC,982.64
T000197,A29,5,GG,888.75
T000784,A33,25,AA,89.59
T000157,A34,4,FF,5.16
T000375,A27,10,FF,721.92
T000899,A3,27,FF,328.24
T000488,A49,13,FF,652.76
T000762,A44,24,DD,430.48
T000514,A14,14,FF,82.48
T000351,A22,9,AA,345.52
T000339,A4,9,AA,163.78
T000916,A12,27,FF,987.85
T000968,A42,28,DD,643.41
T000743,A26,23,DD,682.15
T000497,A9,14,EE,806.7
T00062,A37,2,CC,338.21
T000630,A5,20,DD,294.94
T000216,A31,6,DD,795.81
T00096,A13,2,GG,70.19
T000342,A20,9,GG,916.87
T000369,A38,10,AA,116.02
T000403,A32,11,FF,864.56
T000346,A43,9,CC,843.61
T000314,A1,8,GG,641.15
T000237,A13,6,BB,150.04
T000947,A20,28,FF,86.84
T000856,A21,26,GG,937.1
T000680,A29,21,BB,221.69
T000809,A18,26,DD,312.9
T000791,A40,25,EE,284.73
T00067,A10,2,BB,747.62
T00072,A27,2,CC,764.79
T000701,A18,22,CC,237.57
T000883,A29,27,DD,533.47
T000722,A23,23,DD,204.09
T000313,A10,8,AA,960.56
T000958,A12,28,EE,396.74
T000110,A44,3,AA,501.71
T000405,A21,11,AA,935.71
T000288,A32,8,GG,404.86
T000234,A36,6,EE,738.68
T000490,A29,13,CC,39.24
T000129,A29,3,EE,997.18
T000360,A45,9,DD,98.49
T000279,A15,8,CC,500.73
T000311,A16,8,FF,8.63
T000767,A11,24,DD,8.28
T000320,A19,8,CC,947.38
T000574,A30,17,BB,962.22
T0008,A49,1,DD,848.9
T000808,A5,25,EE,716.41
T00065,A3,2,DD,486.81
T000210,A24,6,GG,675.99
T00096,A13,2,GG,70.19
T000147,A15,4,BB,515.35
T000131,A39,4,BB,243.39
T000105,A28,2,CC,341.52
T000927,A11,28,DD,817.1
T000650,A23,20,FF,372.31
T000816,A15,26,BB,601.1
T000328,A2,8,CC,478.62
T000407,A45,11,GG,926.99
T000451,A36,12,EE,79.24
T000666,A1,21,FF,321.8
T000858,A38,26,EE,356.95
T000131,A39,4,BB,243.39
T000437,A3,11,CC,629.35
T000624,A23,20,CC,909.93
T000193,A26,4,DD,503.58
T00095,A21,2,BB,285.11
T000615,A4,20,BB,119.2
T000750,A40,24,DD,858.33
T000198,A41,5,EE,777.29
T000335,A42,8,FF,894.86
T000687,A33,22,FF,980.05
T000101,A29,2,EE,261.75
T00015,A43,1,CC,825.05
T000367,A10,10,EE,808.56
T000308,A38,8,FF,669.7
T000662,A44,21,CC,809.19
T000445,A31,12,CC,419.07
T000886,A49,27,GG,290.14
T000360,A45,9,DD,98.49
T000815,A24,26,DD,116.68
T000438,A37,11,BB,812.64
T000242,A8,6,CC,794.25
T000252,A27,6,CC,17.78
T000854,A16,26,AA,402.91
T0009,A47,1,BB,400.42
T000777,A36,24,EE,112.66
T000950,A32,28,AA,600.34
T000411,A17,11,CC,550.95
T000797,A31,25,CC,660.74
T000196,A16,5,FF,761.67
T000266,A7,7,AA,682.74
T000150,A36,4,CC,709.33
T000757,A9,24,AA,709.62
T00048,A7,1,DD,650.23
T000578,A20,18,FF,39.76
T00080,A46,2,AA,286.84
T000632,A11,20,GG,404.96
T000424,A35,11,CC,875.48
T000211,A32,6,EE,877.0
T000373,A45,10,EE,628.63
T000737,A38,23,DD,507.11
T000968,A42,28,DD,643.41
T000762,A44,24,DD,430.48
T000534,A45,15,AA,67.43
T000454,A21,12,DD,490.6
T000307,A46,8,EE,115.6
T000338,A8,8,GG,497.34
T000614,A18,19,GG,965.08
T000745,A2,24,DD,577.67
T000703,A1,22,FF,37.55
T000759,A34,24,CC,877.84
T000939,A31,28,CC,816.23
T000391,A2,10,GG,209.25
T000392,A16,10,CC,284.9
T000136,A18,4,EE,718.32
T000833,A30,26,BB,632.58
T000126,A36,3,EE,197.62
T000130,A34,3,GG,688.78
T000916,A12,27,FF,987.85
T000967,A43,28,BB,548.64
T000122,A39,3,CC,982.64
T000743,A26,23,DD,682.15
T000205,A45,6,GG,133.23
T000362,A16,9,FF,412.34
T000509,A36,14,FF,718.85
T000688,A22,22,DD,427.83
T000584,A34,18,CC,983.24
T000764,A4,24,CC,707.51
T000931,A1,28,CC,520.1
T000389,A34,10,FF,190.78
T000771,A12,24,FF,507.34
T000404,A10,11,CC,4.02
T000575,A20,17,FF,803.1
T000146,A6,4,GG,953.46
T000442,A43,12,GG,649.53
T000108,A12,2,EE,928.86
T000196,A16,5,FF,761.67
T000692,A4,22,DD,214.6
T000919,A47,27,GG,666.97
T000572,A26,17,BB,300.24
T000192,A34,4,BB,282.0
T000401,A30,11,CC,252.14
T000909,A42,27,BB,614.31
T000186,A35,4,BB,810.77
T000480,A35,13,EE,490.92
T000499,A7,14,BB,248.18
T00027,A35,1,FF,245.3
T000345,A14,9,FF,930.43
T000773,A20,24,GG,904.08
T000513,A45,14,EE,669.29
T000980,A42,29,DD,773.57
T000361,A35,9,CC,503.21
T000265,A18,7,EE,941.14
T000210,A24,6,GG,675.99
T000483,A36,13,EE,311.25
T000216,A31,6,DD,795.81
T000842,A32,26,GG,751.77
T000804,A48,25,CC,402.8
T000303,A19,8,EE,532.33
T000133,A40,4,DD,897.97
T000428,A5,11,CC,504.49
T000705,A30,23,GG,561.83
T000834,A3,26,BB,540.02
T000429,A24,11,FF,976.95
T000452,A31,12,BB,286.86
T000299,A26,8,DD,249.97
T00047,A10,1,CC,423.94
T0008,A49,1,DD,848.9
T000571,A15,17,BB,72.88
T000471,A8,12,BB,688.66
T000359,A12,9,EE,173.13
T000454,A21,12,DD,490.6
T000826,A10,26,BB,214.27
T000434,A13,11,FF,866.21
T000831,A26,26,CC,307.88
T000567,A12,17,AA,983.51
T000291,A36,8,DD,948.33
T000562,A8,17,GG,524.83
T000495,A42,13,CC,971.14
T00059,A30,2,GG,958.29
T000228,A21,6,GG,622.9
T000111,A45,3,CC,213.21
T000530,A42,15,FF,480.3
T000759,A34,24,CC,877.84
T000325,A33,8,EE,294.28
T000255,A34,6,CC,34.02
T000234,A36,6,EE,738.68
T000270,A5,7,FF,390.7
T000817,A17,26,DD,957.65
T00077,A13,2,FF,516.34
T00030,A4,1,DD,485.44
T000880,A7,27,DD,640.89
T000826,A10,26,BB,214.27
T000180,A37,4,DD,864.68
T000905,A8,27,CC,519.6
T00099,A35,2,FF,944.66
T000620,A11,20,BB,99.22
T000654,A31,20,DD,160.35
T000358,A18,9,GG,661.97
T000638,A7,20,EE,426.87
T000504,A10,14,BB,966.73
T000733,A18,23,BB,72.47
T000565,A26,17,GG,411.43
T000891,A9,27,AA,291.76
T000682,A48,22,DD,510.68
T000792,A18,25,AA,300.36
T000315,A14,8,GG,507.37
T000345,A14,9,FF,930.43
T000326,A17,8,FF,185.48
T000604,A28,19,DD,306.6
T00020,A32,1,EE,284.34
T000751,A20,24,BB,864.55
T000887,A10,27,BB,538.76
T000316,A18,8,BB,350.73
T000322,A12,8,FF,486.56
T000805,A11,25,GG,314.13
T000404,A10,11,CC,4.02
T000458,A13,12,DD,169.16
T000865,A17,27,FF,865.01
T000151,A40,4,AA,737.53
T000501,A6,14,DD,175.47
T000763,A22,24,AA,287.39
T00043,A14,1,FF,191.18
T000521,A35,14,CC,778.14
T000876,A22,27,BB,934.8
T000357,A48,9,EE,66.05
T000631,A26,20,DD,82.27
T000515,A38,14,AA,780.74
T000157,A34,4,FF,5.16
T000920,A32,27,EE,247.25
T000215,A43,6,DD,463.71
T000449,A40,12,CC,422.05
T000290,A13,8,CC,784.17
T000615,A4,20,BB,119.2
T000834,A3,26,BB,540.02
T00044,A1,1,DD,227.64
T000304,A8,8,BB,78.81
T00032,A13,1,DD,996.67
T000449,A40,12,CC,422.05
T000138,A21,4,GG,920.24
T000188,A33,4,EE,235.73
T000467,A32,12,AA,458.25
T000184,A36,4,DD,21.42
T000435,A7,11,BB,699.44
T000660,A40,20,EE,677.21
T000155,A45,4,BB,940.41
T000556,A33,17,BB,631.03
T000689,A29,22,FF,942.92
T000285,A29,8,GG,580.05
T00023,A17,1,AA,788.24
T000458,A13,12,DD,169.16
T000595,A14,18,GG,503.58
T000376,A38,10,DD,223.63
T00083,A29,2,EE,495.34
T000310,A33,8,BB,535.72
T00042,A43,1,AA,886.73
T000928,A31,28,EE,873.56
T000648,A13,20,GG,637.65
T000579,A1,18,BB,593.17
T000953,A23,28,GG,812.73
T000170,A15,4,DD,194.77
T000442,A43,12,GG,649.53
T000479,A31,13,AA,763.68
T000190,A16,4,FF,874.84
T000811,A21,26,CC,22.89
T000109,A45,3,BB,695.21
T000710,A29,23,BB,273.64
T000311,A16,8,FF,8.63
T00071,A17,2,BB,533.15
T000607,A38,19,EE,610.4
T000194,A33,4,FF,829.56
T000858,A38,26,EE,356.95
T000628,A9,20,CC,183.27
T00090,A28,2,FF,265.7
T00036,A43,1,CC,546.37
T000515,A38,14,AA,780.74
T000508,A43,14,FF,663.92
T000126,A36,3,EE,197.62
T00097,A33,2,BB,51.39
T000156,A7,4,FF,203.34
T000223,A21,6,CC,818.33
T000862,A9,27,BB,961.35
T000138,A21,4,GG,920.24
T000381,A1,10,BB,537.73
T000265,A18,7,EE,941.14
T000352,A5,9,CC,821.64
T000332,A34,8,AA,517.58
T000488,A49,13,FF,652.76
T000947,A20,28,FF,86.84
T000119,A23,3,DD,133.42
T000523,A31,14,CC,462.94
T000117,A3,3,EE,873.58
T000233,A40,6,GG,526.9
T000838,A17,26,CC,969.1
T000311,A16,8,FF,8.63
T000244,A8,6,FF,20.18
T000825,A33,26,CC,854.59
T000733,A18,23,BB,72.47
T00060,A6,2,BB,47.89
T000384,A37,10,CC,877.54
T000609,A49,19,CC,907.87
T000106,A11,2,AA,885.56
T000744,A37,24,FF,763.82
T000603,A11,19,CC,15.86
T000646,A35,20,DD,255.57
T000327,A33,8,CC,475.89
T00011,A45,1,GG,662.98
T000807,A49,25,CC,315.35
T000502,A1,14,CC,562.36
T00065,A3,2,DD,486.81
T000281,A33,8,FF,328.74
T000211,A32,6,EE,877.0
T000106,A11,2,AA,885.56
T000572,A26,17,BB,300.24
T000262,A5,7,FF,574.18
T000117,A3,3,EE,873.58
T000148,A28,4,DD,287.55
T000893,A38,27,GG,382.81
T000381,A1,10,BB,537.73
T000382,A48,10,DD,594.52
T000521,A35,14,CC,778.14
T000521,A35,14,CC,778.14
T000941,A22,28,AA,583.76
T000362,A16,9,FF,412.34
T000609,A49,19,CC,907.87
T000823,A29,26,DD,512.52
T000665,A17,21,EE,372.85
T000683,A39,22,GG,564.13
T000496,A23,13,GG,780.47
T000183,A31,4,DD,528.04
T000909,A42,27,BB,614.31
T000404,A10,11,CC,4.02
T000266,A7,7,AA,682.74
T000509,A36,14,FF,718.85
T000779,A49,24,DD,86.11
T000730,A10,23,AA,577.76
T000289,A13,8,GG,516.13
T000593,A26,18,AA,13.19
T000268,A12,7,AA,391.18
T000593,A26,18,AA,13.19
T000427,A1,11,FF,431.59
T000577,A13,18,FF,465.86
T000338,A8,8,GG,497.34
T000448,A29,12,BB,521.56
T000423,A26,11,AA,262.38
T000899,A3,27,FF,328.24
T000614,A18,19,GG,965.08
T000849,A9,26,AA,141.36
T000707,A39,23,FF,322.8
T000806,A9,25,BB,772.53
T00040,A44,1,FF,139.55
T000583,A7,18,CC,83.29
T000143,A6,4,GG,656.9
T00021,A25,1,AA,291.76
T000154,A38,4,CC,421.39
T000924,A6,27,EE,354.95
T000844,A25,26,EE,571.86
T000370,A19,10,CC,441.98
T000823,A29,26,DD,512.52
T000430,A7,11,GG,162.69
T000205,A45,6,GG,133.23
T000477,A3,13,BB,746.53
T000943,A35,28,CC,828.57
T000173,A46,4,AA,7.82
T00079,A23,2,EE,402.15
T000746,A23,24,DD,636.67
T000934,A12,28,FF,599.27
T000988,A19,29,DD,911.74
T000868,A45,27,DD,0.59
T000941,A22,28,AA,583.76
T000872,A46,27,CC,878.49
T00091,A31,2,FF,748.48
T000592,A29,18,GG,784.31
T000534,A45,15,AA,67.43
T000983,A7,29,AA,883.46
T000176,A2,4,EE,497.8
T000740,A5,23,CC,51.93
T000524,A29,14,FF,999.67
T000824,A7,26,FF,566.92
T000460,A35,12,EE,616.97
T000539,A36,15,DD,1.54
T000756,A47,24,FF,815.39
T000977,A25,29,FF,979.22
T000350,A14,9,AA,571.02
T000428,A5,11,CC,504.49
T000893,A38,27,GG,382.81
T00012,A2,1,DD,775.37
T000292,A15,8,AA,345.28
T000284,A34,8,FF,370.23
T000274,A12,7,FF,759.91
T000502,A1,14,CC,562.36
T000371,A18,10,GG,477.88
T000628,A9,20,CC,183.27
T0009,A47,1,BB,400.42
T000169,A43,4,CC,660.77
T000700,A41,22,DD,330.32
T000609,A49,19,CC,907.87
T000857,A34,26,DD,73.1
T000827,A38,26,EE,201.78
T000244,A8,6,FF,20.18
T000218,A27,6,AA,166.29
T000902,A47,27,EE,945.16
T000119,A23,3,DD,133.42
T000548,A10,16,FF,815.31
T000729,A28,23,DD,5.93
T000160,A18,4,GG,699.63
T000828,A6,26,DD,678.71
T000427,A1,11,FF,431.59
T000668,A27,21,CC,158.61
T000364,A9,9,GG,581.97
T000234,A36,6,EE,738.68
T000890,A14,27,GG,858.61
T000834,A3,26,BB,540.02
T000234,A36,6,EE,738.68
T000398,A28,11,FF,778.89
T000865,A17,27,FF,865.01
T000677,A19,21,DD,815.2
T000488,A49,13,FF,652.76
T000569,A36,17,BB,717.84
T000360,A45,9,DD,98.49
T000129,A29,3,EE,997.18
T000665,A17,21,EE,372.85
T000959,A24,28,BB,913.41
T000306,A38,8,FF,537.98
T000366,A35,10,BB,167.01
T000307,A46,8,EE,115.6
T000218,A27,6,AA,166.29
T000672,A25,21,AA,626.35
T00073,A9,2,DD,473.3
T000141,A43,4,BB,199.06
T000208,A8,6,GG,743.8
T000479,A31,13,AA,763.68
T000871,A44,27,GG,653.35
T000410,A10,11,CC,453.24
T000638,A7,20,EE,426.87
T000406,A35,11,GG,583.08
T000801,A33,25,FF,877.44
T00093,A35,2,GG,526.4
T000484,A3,13,BB,2.45
T000503,A35,14,EE,400.58
T000507,A5,14,DD,473.66
T000842,A32,26,GG,751.77
T000267,A18,7,BB,863.59
T000965,A26,28,EE,945.73
T000411,A17,11,CC,550.95
T000691,A24,22,GG,74.51
T000478,A12,13,AA,959.1
T000578,A20,18,FF,39.76
T000218,A27,6,AA,166.29
T000674,A3,21,GG,899.49
T000207,A44,6,EE,560.05
T000851,A18,26,EE,22.6
T000125,A14,3,EE,624.94
T000658,A47,20,AA,544.4
T000115,A26,3,GG,43.57
T000490,A29,13,CC,39.24
T000233,A40,6,GG,526.9
T00039,A41,1,FF,181.65
T000699,A14,22,CC,382.33
T000751,A20,24,BB,864.55
T000191,A14,4,GG,931.16
T000611,A30,19,BB,446.7
T000121,A30,3,FF,822.84
T000938,A14,28,FF,312.57
T000367,A10,10,EE,808.56
T000774,A3,24,FF,507.44
T000581,A5,18,CC,605.31
T00031,A18,1,GG,379.86
T000766,A35,24,FF,641.07
T000337,A23,8,FF,946.09
T000327,A33,8,CC,475.89
T000752,A27,24,CC,832.59
T000302,A2,8,BB,123.92
T000762,A44,24,DD,430.48
T0002,A5,1,BB,677.89
T000178,A9,4,GG,812.73
T000549,A13,16,AA,338.93
T000485,A8,13,EE,240.13
T000722,A23,23,DD,204.09
T000913,A36,27,EE,955.86
T000761,A42,24,EE,509.91
T000828,A6,26,DD,678.71
T00089,A8,2,CC,253.09
T000667,A14,21,GG,306.85
T000573,A30,17,GG,418.55
T00040,A44,1,FF,139.55
T000940,A10,28,AA,908.15
T000912,A39,27,CC,488.11
T000467,A32,12,AA,458.25
T000622,A45,20,CC,62.03
T000549,A13,16,AA,338.93
T000649,A9,20,AA,157.74
T000669,A40,21,AA,669.76
T00091,A31,2,FF,748.48
T000630,A5,20,DD,294.94
T000367,A10,10,EE,808.56
T000230,A26,6,FF,432.2
T000921,A10,27,BB,904.59
T000507,A5,14,DD,473.66
T000653,A44,20,CC,132.83
T000143,A6,4,GG,656.9
T000545,A36,16,CC,377.01
T000195,A2,5,BB,624.25
T00041,A14,1,CC,351.16
T000552,A19,16,BB,701.03
T000440,A38,11,BB,454.44
T000884,A13,27,AA,866.5
T00069,A7,2,EE,367.0
T000369,A38,10,AA,116.02
T000602,A17,19,GG,754.54
T000567,A12,17,AA,983.51
T000586,A10,18,CC,387.74
T000503,A35,14,EE,400.58
T000716,A16,23,DD,169.37
T000931,A1,28,CC,520.1
T000125,A14,3,EE,624.94
T000949,A14,28,AA,260.02
T000755,A25,24,FF,661.71
T000943,A35,28,CC,828.57
T000697,A30,22,BB,424.45
T000508,A43,14,FF,663.92
T0001,A27,1,GG,338.11
T000271,A1,7,FF,622.43
T000154,A38,4,CC,421.39
T000450,A5,12,EE,589.55
T00054,A42,1,GG,350.65
T000342,A20,9,GG,916.87
T000939,A31,28,CC,816.23
T00027,A35,1,FF,245.3
T000950,A32,28,AA,600.34
T000415,A12,11,CC,455.89
T000138,A21,4,GG,920.24
T000238,A4,6,CC,762.86
T000245,A48,6,GG,354.58
T000596,A10,18,AA,156.77
T000171,A42,4,EE,387.29
T000466,A45,12,EE,410.64
T000393,A20,10,BB,237.76
T000324,A44,8,EE,1.51
T000502,A1,14,CC,562.36
T000367,A10,10,EE,808.56
T000498,A2,14,FF,132.56
T000536,A23,15,EE,632.01
T000271,A1,7,FF,622.43
T000555,A35,17,DD,225.1
T000287,A35,8,DD,260.38
T000572,A26,17,BB,300.24
T000646,A35,20,DD,255.57
T0006,A46,1,FF,476.88
T000863,A45,27,BB,943.08
T000692,A4,22,DD,214.6
T000530,A42,15,FF,480.3
T000422,A18,11,DD,525.11
T000830,A1,26,DD,337.49
T000443,A26,12,EE,494.12
T000933,A48,28,FF,790.07
T000919,A47,27,GG,666.97
T000942,A38,28,EE,694.54
T000859,A19,26,DD,201.63
T00075,A15,2,DD,168.31
T000260,A25,7,BB,838.5
T000513,A45,14,EE,669.29
T000691,A24,22,GG,74.51
T000807,A49,25,CC,315.35
T000778,A47,24,FF,972.8
T000461,A16,12,BB,185.88
T000184,A36,4,DD,21.42
T000851,A18,26,EE,22.6
T000344,A45,9,EE,212.34
T000277,A9,8,EE,550.18
T000249,A30,6,DD,114.33
T000658,A47,20,AA,544.4
T000865,A17,27,FF,865.01
T000212,A19,6,GG,612.81
T000401,A30,11,CC,252.14
T000246,A5,6,BB,77.52
T000544,A24,16,AA,168.39
T000962,A47,28,BB,345.69
T000431,A27,11,FF,196.18
T00018,A14,1,DD,733.77
T000897,A44,27,BB,852.46
T000197,A29,5,GG,888.75
T000836,A34,26,GG,200.36
T000262,A5,7,FF,574.18
T000118,A20,3,BB,877.24
T0009,A47,1,BB,400.42
T000103,A13,2,EE,131.47
T000777,A36,24,EE,112.66
T000458,A13,12,DD,169.16
T000690,A24,22,FF,631.91
T000606,A4,19,GG,388.94
T000839,A36,26,FF,757.76
T000550,A35,16,DD,637.19
T000907,A17,27,GG,592.19
T000954,A45,28,DD,359.34
T000610,A25,19,BB,732.68
T000365,A27,10,AA,83.54
T000637,A2,20,BB,758.43
T000181,A37,4,GG,461.32
T000642,A9,20,EE,353.85
T000956,A29,28,EE,169.75
T00064,A12,2,FF,438.88
T000860,A43,26,BB,581.54
T000160,A18,4,GG,699.63
T00029,A35,1,DD,756.32
T000964,A44,28,AA,905.31
T000544,A24,16,AA,168.39
T000214,A41,6,AA,533.87
T00098,A27,2,FF,753.42
T00019,A40,1,FF,435.5
T000611,A30,19,BB,446.7
T000700,A41,22,DD,330.32
T000395,A18,11,AA,377.09
T000894,A48,27,AA,307.05
T000658,A47,20,AA,544.4
T000963,A26,28,AA,347.18
T000953,A23,28,GG,812.73
T000757,A9,24,AA,709.62
T000838,A17,26,CC,969.1
T000816,A15,26,BB,601.1
T000746,A23,24,DD,636.67
T000462,A46,12,AA,281.83
T00048,A7,1,DD,650.23
T000873,A24,27,CC,820.79
T000639,A13,20,DD,503.27
T000764,A4,24,CC,707.51
T000218,A27,6,AA,166.29
T000269,A18,7,AA,727.33
T000474,A40,12,EE,6.53
T000517,A44,14,GG,454.05
T000108,A12,2,EE,928.86
T000782,A20,24,DD,654.36
T000204,A26,6,CC,54.12
T000722,A23,23,DD,204.09
T000864,A29,27,EE,742.93
T000809,A18,26,DD,312.9
T000191,A14,4,GG,931.16
T000255,A34,6,CC,34.02
T000293,A28,8,FF,340.07
T000379,A21,10,GG,105.7
T000839,A36,26,FF,757.76
T00038,A43,1,AA,393.46
T000506,A41,14,FF,26.11
T000278,A8,8,DD,339.16
T000881,A43,27,GG,561.76
T000295,A36,8,BB,434.1
T000476,A39,13,BB,658.47
T000778,A47,24,FF,972.8
T000736,A28,23,FF,915.79
T000698,A36,22,GG,598.32
T000792,A18,25,AA,300.36
T000323,A10,8,GG,352.3
T000750,A40,24,DD,858.33
T000516,A18,14,EE,117.46
T000959,A24,28,BB,913.41
T00023,A17,1,AA,788.24
T000169,A43,4,CC,660.77
T000252,A27,6,CC,17.78
T000252,A27,6,CC,17.78
T000237,A13,6,BB,150.04
T00029,A35,1,DD,756.32
T000812,A45,26,GG,440.15
T000371,A18,10,GG,477.88
T000925,A30,27,FF,236.82
T000953,A23,28,GG,812.73
T000392,A16,10,CC,284.9
T000528,A9,15,FF,683.67
T000589,A10,18,FF,508.87
T000197,A29,5,GG,888.75
T000797,A31,25,CC,660.74
T000399,A46,11,EE,968.23
T00072,A27,2,CC,764.79
T000775,A28,24,BB,941.1
T000108,A12,2,EE,928.86
T000148,A28,4,DD,287.55
T000817,A17,26,DD,957.65
T000621,A36,20,BB,161.01
T000627,A8,20,AA,711.47
T000853,A14,26,BB,519.08
T000433,A41,11,DD,337.13
T000560,A45,17,EE,232.66
T000110,A44,3,AA,501.71
T000508,A43,14,FF,663.92
T000555,A35,17,DD,225.1
T00027,A35,1,FF,245.3
T000497,A9,14,EE,806.7
T000438,A37,11,BB,812.64
T000881,A43,27,GG,561.76
T000872,A46,27,CC,878.49
T000372,A37,10,AA,773.09
T000670,A15,21,CC,525.89
T000847,A47,26,EE,950.51
T000745,A2,24,DD,577.67
T000570,A24,17,GG,587.77
T000248,A33,6,DD,371.34
T000919,A47,27,GG,666.97
T000588,A1,18,BB,991.1
T000522,A11,14,AA,733.1
T000216,A31,6,DD,795.81
T00081,A11,2,AA,106.01
T0003,A32,1,DD,499.86
T000761,A42,24,EE,509.91
T000520,A24,14,GG,641.5
T000638,A7,20,EE,426.87
T000123,A45,3,BB,855.74
T000181,A37,4,GG,461.32
T000102,A15,2,DD,713.6
T000907,A17,27,GG,592.19
T000100,A34,2,FF,101.51
T000195,A2,5,BB,624.25
T000818,A13,26,CC,696.11
T000828,A6,26,DD,678.71
T000153,A39,4,AA,422.17
T000858,A38,26,EE,356.95
T000474,A40,12,EE,6.53
T000647,A26,20,DD,395.3
T000507,A5,14,DD,473.66
T000678,A9,21,AA,817.52
T000853,A14,26,BB,519.08
T000349,A45,9,CC,818.82
T000942,A38,28,EE,694.54
T000482,A4,13,GG,360.62
T000527,A25,15,BB,581.52
T00086,A8,2,AA,598.28
T000753,A42,24,DD,999.53
T000600,A19,19,FF,863.7
T000901,A8,27,FF,788.61
T000958,A12,28,EE,396.74
T000701,A18,22,CC,237.57
T000100,A34,2,FF,101.51
T000170,A15,4,DD,194.77
T000953,A23,28,GG,812.73
T000570,A24,17,GG,587.77
T000930,A42,28,DD,401.57
T000269,A18,7,AA,727.33
T00043,A14,1,FF,191.18
T00026,A46,1,FF,827.91
T000550,A35,16,DD,637.19
T000122,A39,3,CC,982.64
T000270,A5,7,FF,390.7
T000641,A18,20,CC,695.15
T000753,A42,24,DD,999.53
T0005,A19,1,BB,14.42
T000741,A48,23,FF,146.1
T000348,A26,9,AA,685.36
T000729,A28,23,DD,5.93
T00047,A10,1,CC,423.94
T000370,A19,10,CC,441.98
T000632,A11,20,GG,404.96
T00033,A44,1,EE,882.63
T00023,A17,1,AA,788.24
T000604,A28,19,DD,306.6
T000866,A40,27,GG,482.54
T000904,A5,27,FF,664.34
T00011,A45,1,GG,662.98
T000421,A46,11,CC,71.58
T000709,A27,23,CC,786.72
T000785,A14,25,CC,309.33
T000402,A2,11,CC,642.27
T000691,A24,22,GG,74.51
T00039,A41,1,FF,181.65
T000135,A29,4,FF,827.53
T000166,A28,4,BB,633.11
T000826,A10,26,BB,214.27
T00073,A9,2,DD,473.3
T000377,A16,10,GG,546.21
T000515,A38,14,AA,780.74
T000632,A11,20,GG,404.96
T000292,A15,8,AA,345.28
T000900,A39,27,GG,591.57
T000172,A46,4,DD,523.63
T000900,A39,27,GG,591.57
T000453,A30,12,FF,510.59
T00067,A10,2,BB,747.62
T00014,A44,1,CC,397.19
T000188,A33,4,EE,235.73
T000268,A12,7,AA,391.18
T000165,A13,4,EE,611.9
T000822,A38,26,EE,240.9
T000802,A1,25,AA,621.24
T000253,A41,6,GG,398.44
T000949,A14,28,AA,260.02
T000652,A1,20,BB,966.52
T000713,A10,23,EE,550.85
T000178,A9,4,GG,812.73
T00082,A46,2,AA,762.15
T00028,A48,1,AA,193.57
